transaction_id,card_id,amount,merchant_name,merchant_category,date,location,status
993,230,6665,tata cliq,ecommerce,2024-10-08,ahmedabad,pending
994,320,5160,reliance digital,electronics,2024-10-08,nagpur,completed
995,467,7718,big bazaar,retail,2024-10-08,bangalore,completed
996,489,8688,zomato,food,2024-10-08,pune,completed
997,423,1143,big bazaar,retail,2024-10-08,mumbai,failed
998,371,4544,paytm,finance,2024-10-08,bangalore,completed
999,72,4131,jabong,ecommerce,2024-10-08,jaipur,completed
1000,76,510,flipkart,ecommerce,2024-10-08,ahmedabad,failed
1001,446,492,hdfc bank,banking,2024-10-08,surat,failed
1002,346,8056,amazon,ecommerce,2024-10-08,hyderabad,pending
1003,271,5854,amazon,ecommerce,2024-10-08,bangalore,completed
1004,205,4053,paytm,finance,2024-10-08,ahmedabad,pending
1005,164,8867,bookmyshow,entertainment,2024-10-08,pune,completed
1006,7,3107,nykaa,beauty,2024-10-08,hyderabad,failed
1007,249,9969,hdfc bank,banking,2024-10-08,surat,failed
1008,161,7373,dominos,food,2024-10-08,nagpur,completed
1009,201,3679,hdfc bank,banking,2024-10-08,delhi,failed
1010,93,4096,flipkart,ecommerce,2024-10-08,hyderabad,failed
1011,350,3738,jabong,ecommerce,2024-10-08,ahmedabad,completed
1012,315,1243,paytm,finance,2024-10-08,delhi,pending
1013,438,9904,croma,electronics,2024-10-08,delhi,completed
1014,206,1567,croma,electronics,2024-10-08,nagpur,failed
1015,284,9484,flipkart,ecommerce,2024-10-08,ahmedabad,failed
1016,451,309,snapdeal,ecommerce,2024-10-08,surat,completed
1017,62,3643,reliance digital,electronics,2024-10-08,ahmedabad,pending
1018,410,2595,hdfc bank,banking,2024-10-08,mumbai,completed
1019,397,1807,tata cliq,ecommerce,2024-10-08,cochin,completed
1020,473,8159,bookmyshow,entertainment,2024-10-08,pune,failed
1021,402,9202,snapdeal,ecommerce,2024-10-08,mumbai,completed
1022,234,2623,myntra,fashion,2024-10-08,mumbai,failed
1023,309,8618,jabong,ecommerce,2024-10-09,cochin,completed
1024,29,8519,amazon,ecommerce,2024-10-09,kolkata,completed
1025,80,1701,tata cliq,ecommerce,2024-10-09,mumbai,pending
1026,234,3419,paytm,finance,2024-10-09,hyderabad,pending
1027,325,8406,croma,electronics,2024-10-09,kolkata,failed
1028,275,1026,lenskart,eyewear,2024-10-09,hyderabad,failed
1029,290,1314,bookmyshow,entertainment,2024-10-09,mumbai,pending
1030,305,8150,tata cliq,ecommerce,2024-10-09,bangalore,pending
1031,478,6398,big bazaar,retail,2024-10-09,cochin,failed
1032,32,2399,croma,electronics,2024-10-09,bangalore,pending
1033,68,965,myntra,fashion,2024-10-09,pune,failed
1034,498,7158,flipkart,ecommerce,2024-10-09,surat,completed
1035,112,7357,paytm,finance,2024-10-09,surat,pending
1036,216,6833,paytm,finance,2024-10-09,pune,failed
1037,218,9678,dominos,food,2024-10-09,nagpur,failed
1038,165,5610,nykaa,beauty,2024-10-09,hyderabad,pending
1039,195,8527,zomato,food,2024-10-09,mumbai,completed
1040,299,8214,reliance digital,electronics,2024-10-09,hyderabad,pending
1041,429,7202,lenskart,eyewear,2024-10-09,nagpur,completed
1042,277,2665,reliance digital,electronics,2024-10-09,cochin,pending
1043,492,9763,zomato,food,2024-10-09,pune,failed
1044,25,266,flipkart,ecommerce,2024-10-09,cochin,failed
1045,393,7716,reliance digital,electronics,2024-10-09,delhi,failed
1046,423,3172,tata cliq,ecommerce,2024-10-09,kolkata,failed
1047,291,6090,swiggy,food,2024-10-09,delhi,failed
1048,245,5794,nykaa,beauty,2024-10-09,cochin,completed
1049,14,7113,paytm,finance,2024-10-09,bangalore,pending
1050,5,7590,nykaa,beauty,2024-10-09,delhi,pending
1051,349,9784,reliance digital,electronics,2024-10-09,surat,pending
1052,321,8681,swiggy,food,2024-10-09,mumbai,failed
1053,44,8837,zomato,food,2024-10-09,bangalore,pending
1054,372,4682,croma,electronics,2024-10-10,hyderabad,failed
1055,496,4721,snapdeal,ecommerce,2024-10-10,surat,completed
1056,333,3261,croma,electronics,2024-10-10,bangalore,completed
1057,343,4894,snapdeal,ecommerce,2024-10-10,nagpur,pending
1058,340,8834,croma,electronics,2024-10-10,jaipur,failed
1059,238,7328,lenskart,eyewear,2024-10-10,bangalore,failed
1060,60,8006,snapdeal,ecommerce,2024-10-10,surat,failed
1061,424,1220,zomato,food,2024-10-10,jaipur,completed
1062,107,7752,tata cliq,ecommerce,2024-10-10,hyderabad,pending
1063,296,6075,jabong,ecommerce,2024-10-10,surat,pending
1064,416,2577,bookmyshow,entertainment,2024-10-10,jaipur,pending
1065,337,1724,swiggy,food,2024-10-10,pune,pending
1066,459,3165,flipkart,ecommerce,2024-10-10,nagpur,failed
1067,61,5867,zomato,food,2024-10-10,delhi,completed
1068,341,1179,hdfc bank,banking,2024-10-10,ahmedabad,failed
1069,111,8511,jabong,ecommerce,2024-10-10,mumbai,failed
1070,440,8792,myntra,fashion,2024-10-10,hyderabad,completed
1071,142,8924,bookmyshow,entertainment,2024-10-10,nagpur,completed
1072,78,8944,hdfc bank,banking,2024-10-10,bangalore,failed
1073,45,2382,bookmyshow,entertainment,2024-10-10,kolkata,pending
1074,264,8417,reliance digital,electronics,2024-10-10,delhi,failed
1075,201,767,tata cliq,ecommerce,2024-10-10,bangalore,completed
1076,117,1776,lenskart,eyewear,2024-10-10,surat,failed
1077,61,8572,tata cliq,ecommerce,2024-10-11,pune,completed
1078,454,7357,amazon,ecommerce,2024-10-11,surat,failed
1079,343,6509,bookmyshow,entertainment,2024-10-11,nagpur,failed
1080,364,1609,flipkart,ecommerce,2024-10-11,bangalore,pending
1081,267,470,paytm,finance,2024-10-11,jaipur,failed
1082,212,3923,lenskart,eyewear,2024-10-11,mumbai,failed
1083,447,1557,paytm,finance,2024-10-11,ahmedabad,pending
1084,195,4986,dominos,food,2024-10-11,ahmedabad,failed
1085,56,5690,dominos,food,2024-10-11,delhi,completed
1086,429,8588,zomato,food,2024-10-11,pune,completed
1087,139,7396,snapdeal,ecommerce,2024-10-11,jaipur,completed
1088,436,4094,jabong,ecommerce,2024-10-11,jaipur,failed
1089,152,1243,flipkart,ecommerce,2024-10-11,kolkata,failed
1090,363,9829,tata cliq,ecommerce,2024-10-11,surat,failed
1091,237,4343,paytm,finance,2024-10-11,cochin,completed
1092,142,226,jabong,ecommerce,2024-10-11,ahmedabad,failed
1093,173,5439,myntra,fashion,2024-10-11,surat,pending
1094,102,9089,dominos,food,2024-10-11,hyderabad,failed
1095,231,4126,reliance digital,electronics,2024-10-11,hyderabad,pending
1096,472,1955,lenskart,eyewear,2024-10-11,ahmedabad,pending
1097,490,893,myntra,fashion,2024-10-11,ahmedabad,completed
1098,189,9251,tata cliq,ecommerce,2024-10-11,cochin,pending
1099,61,2547,amazon,ecommerce,2024-10-12,cochin,failed
1100,112,6640,zomato,food,2024-10-12,kolkata,completed
1101,166,2672,croma,electronics,2024-10-12,bangalore,pending
1102,213,6482,flipkart,ecommerce,2024-10-12,pune,failed
1103,465,6967,amazon,ecommerce,2024-10-12,mumbai,completed
1104,208,8358,nykaa,beauty,2024-10-12,mumbai,completed
1105,58,2024,tata cliq,ecommerce,2024-10-12,kolkata,completed
1106,47,7191,nykaa,beauty,2024-10-12,kolkata,completed
1107,252,4882,paytm,finance,2024-10-12,chennai,completed
1108,194,4903,swiggy,food,2024-10-12,pune,pending
1109,229,3690,dominos,food,2024-10-12,hyderabad,failed
1110,199,9898,lenskart,eyewear,2024-10-12,pune,failed
1111,11,5806,snapdeal,ecommerce,2024-10-12,mumbai,completed
1112,276,8050,dominos,food,2024-10-12,kolkata,failed
1113,129,7470,zomato,food,2024-10-12,pune,completed
1114,318,8402,swiggy,food,2024-10-12,delhi,completed
1115,498,8576,paytm,finance,2024-10-12,hyderabad,failed
1116,448,6536,croma,electronics,2024-10-12,pune,completed
1117,181,6245,reliance digital,electronics,2024-10-12,cochin,pending
1118,346,2058,paytm,finance,2024-10-12,surat,completed
1119,186,4530,myntra,fashion,2024-10-12,delhi,completed
1120,213,2797,flipkart,ecommerce,2024-10-12,kolkata,failed
1121,150,2842,big bazaar,retail,2024-10-12,nagpur,failed
1122,193,3389,flipkart,ecommerce,2024-10-12,nagpur,pending
1123,307,9604,bookmyshow,entertainment,2024-10-12,delhi,failed
1124,247,3450,snapdeal,ecommerce,2024-10-12,chennai,failed
1125,252,1430,hdfc bank,banking,2024-10-12,jaipur,pending
1126,443,469,flipkart,ecommerce,2024-10-13,ahmedabad,failed
1127,215,4746,jabong,ecommerce,2024-10-13,bangalore,completed
1128,123,5051,nykaa,beauty,2024-10-13,bangalore,pending
1129,400,4054,tata cliq,ecommerce,2024-10-13,ahmedabad,completed
1130,147,613,snapdeal,ecommerce,2024-10-13,chennai,failed
1131,383,5912,flipkart,ecommerce,2024-10-13,bangalore,pending
1132,465,2593,swiggy,food,2024-10-13,hyderabad,pending
1133,104,5839,croma,electronics,2024-10-13,chennai,completed
1134,425,8531,paytm,finance,2024-10-13,mumbai,pending
1135,80,7320,swiggy,food,2024-10-13,surat,pending
1136,97,2853,lenskart,eyewear,2024-10-13,bangalore,completed
1137,246,5108,bookmyshow,entertainment,2024-10-13,jaipur,pending
1138,479,990,dominos,food,2024-10-13,kolkata,pending
1139,290,5586,bookmyshow,entertainment,2024-10-13,delhi,pending
1140,455,8680,dominos,food,2024-10-13,bangalore,failed
1141,357,6759,croma,electronics,2024-10-13,pune,pending
1142,498,7511,bookmyshow,entertainment,2024-10-13,bangalore,failed
1143,48,435,myntra,fashion,2024-10-13,nagpur,failed
1144,311,1833,reliance digital,electronics,2024-10-13,cochin,completed
1145,17,970,amazon,ecommerce,2024-10-13,ahmedabad,completed
1146,166,9875,bookmyshow,entertainment,2024-10-13,mumbai,pending
1147,398,8857,big bazaar,retail,2024-10-13,ahmedabad,failed
1148,297,6300,snapdeal,ecommerce,2024-10-13,jaipur,pending
1149,218,7459,lenskart,eyewear,2024-10-13,bangalore,failed
1150,17,6020,zomato,food,2024-10-13,hyderabad,failed
1151,330,2231,tata cliq,ecommerce,2024-10-13,chennai,pending
1152,365,4431,flipkart,ecommerce,2024-10-13,mumbai,completed
1153,159,3640,paytm,finance,2024-10-13,cochin,failed
1154,365,7122,jabong,ecommerce,2024-10-13,nagpur,completed
1155,372,4705,lenskart,eyewear,2024-10-13,jaipur,failed
1156,9,2391,snapdeal,ecommerce,2024-10-13,bangalore,pending
1157,454,1545,paytm,finance,2024-10-13,kolkata,pending
1158,411,282,zomato,food,2024-10-13,nagpur,pending
1159,117,8972,croma,electronics,2024-10-14,delhi,completed
1160,196,5551,lenskart,eyewear,2024-10-14,ahmedabad,failed
1161,497,8880,tata cliq,ecommerce,2024-10-14,chennai,pending
1162,129,7636,tata cliq,ecommerce,2024-10-14,chennai,failed
1163,234,6406,paytm,finance,2024-10-14,delhi,completed
1164,381,8164,flipkart,ecommerce,2024-10-14,nagpur,completed
1165,500,6969,bookmyshow,entertainment,2024-10-14,cochin,failed
1166,470,3188,flipkart,ecommerce,2024-10-14,pune,pending
1167,417,2979,flipkart,ecommerce,2024-10-14,delhi,pending
1168,354,4496,reliance digital,electronics,2024-10-14,ahmedabad,completed
1169,310,4564,paytm,finance,2024-10-14,nagpur,failed
1170,402,6830,paytm,finance,2024-10-14,bangalore,failed
1171,184,4433,swiggy,food,2024-10-14,delhi,completed
1172,432,7168,bookmyshow,entertainment,2024-10-14,delhi,pending
1173,313,7367,hdfc bank,banking,2024-10-14,bangalore,failed
1174,492,359,zomato,food,2024-10-14,delhi,pending
1175,110,8650,flipkart,ecommerce,2024-10-14,chennai,pending
1176,288,7507,dominos,food,2024-10-14,delhi,failed
1177,275,4337,bookmyshow,entertainment,2024-10-14,cochin,failed
1178,473,9287,swiggy,food,2024-10-14,nagpur,pending
1179,214,9058,paytm,finance,2024-10-14,delhi,completed
1180,438,927,croma,electronics,2024-10-14,bangalore,failed
1181,489,1906,dominos,food,2024-10-14,bangalore,pending
1182,375,8993,croma,electronics,2024-10-14,jaipur,completed
1183,428,3741,snapdeal,ecommerce,2024-10-14,bangalore,failed
1184,5,2414,tata cliq,ecommerce,2024-10-14,delhi,failed
1185,277,7909,nykaa,beauty,2024-10-14,nagpur,completed
1186,121,5217,swiggy,food,2024-10-15,pune,failed
1187,434,5188,zomato,food,2024-10-15,kolkata,failed
1188,68,8100,amazon,ecommerce,2024-10-15,nagpur,completed
1189,351,2856,jabong,ecommerce,2024-10-15,jaipur,failed
1190,173,9593,swiggy,food,2024-10-15,hyderabad,completed
1191,25,7353,amazon,ecommerce,2024-10-15,kolkata,failed
1192,240,8912,tata cliq,ecommerce,2024-10-15,hyderabad,failed
1193,499,2443,lenskart,eyewear,2024-10-15,surat,pending
1194,171,580,dominos,food,2024-10-15,ahmedabad,completed
1195,115,6683,croma,electronics,2024-10-15,surat,failed
1196,306,3478,bookmyshow,entertainment,2024-10-15,kolkata,pending
1197,223,462,hdfc bank,banking,2024-10-15,surat,failed
1198,175,524,swiggy,food,2024-10-15,ahmedabad,completed
1199,162,7155,bookmyshow,entertainment,2024-10-15,surat,failed
1200,462,8467,nykaa,beauty,2024-10-15,ahmedabad,failed
1201,137,991,nykaa,beauty,2024-10-15,bangalore,pending
1202,335,1501,bookmyshow,entertainment,2024-10-15,jaipur,completed
1203,456,3872,dominos,food,2024-10-15,jaipur,failed
1204,65,831,tata cliq,ecommerce,2024-10-15,hyderabad,failed
1205,74,9367,tata cliq,ecommerce,2024-10-15,jaipur,failed
1206,222,790,paytm,finance,2024-10-15,chennai,pending
1207,308,3457,lenskart,eyewear,2024-10-15,jaipur,failed
1208,464,3767,jabong,ecommerce,2024-10-15,kolkata,completed
1209,292,1910,reliance digital,electronics,2024-10-15,hyderabad,failed
1210,365,5824,jabong,ecommerce,2024-10-15,chennai,pending
1211,311,570,swiggy,food,2024-10-15,nagpur,pending
1212,148,4285,myntra,fashion,2024-10-15,surat,completed
1213,454,901,snapdeal,ecommerce,2024-10-15,kolkata,completed
1214,52,4350,snapdeal,ecommerce,2024-10-15,pune,completed
1215,275,4195,dominos,food,2024-10-15,nagpur,failed
1216,341,8960,paytm,finance,2024-10-16,delhi,pending
1217,7,6628,bookmyshow,entertainment,2024-10-16,pune,failed
1218,52,8279,jabong,ecommerce,2024-10-16,nagpur,completed
1219,253,7763,big bazaar,retail,2024-10-16,kolkata,failed
1220,285,3192,reliance digital,electronics,2024-10-16,kolkata,pending
1221,62,6035,snapdeal,ecommerce,2024-10-16,ahmedabad,pending
1222,186,9073,jabong,ecommerce,2024-10-16,hyderabad,failed
1223,372,573,bookmyshow,entertainment,2024-10-16,nagpur,failed
1224,179,4327,reliance digital,electronics,2024-10-16,hyderabad,failed
1225,442,2341,tata cliq,ecommerce,2024-10-16,delhi,completed
1226,416,9707,myntra,fashion,2024-10-16,chennai,completed
1227,493,935,hdfc bank,banking,2024-10-16,ahmedabad,completed
1228,233,9253,lenskart,eyewear,2024-10-16,jaipur,completed
1229,496,1981,bookmyshow,entertainment,2024-10-16,bangalore,pending
1230,331,168,bookmyshow,entertainment,2024-10-16,pune,failed
1231,103,9349,zomato,food,2024-10-16,jaipur,completed
1232,371,2872,myntra,fashion,2024-10-16,bangalore,pending
1233,349,3514,jabong,ecommerce,2024-10-16,surat,failed
1234,234,212,amazon,ecommerce,2024-10-16,delhi,failed
1235,163,2118,flipkart,ecommerce,2024-10-16,chennai,failed
1236,59,8477,croma,electronics,2024-10-16,delhi,pending
1237,354,7313,tata cliq,ecommerce,2024-10-16,surat,pending
1238,437,5579,nykaa,beauty,2024-10-16,cochin,failed
1239,191,5635,reliance digital,electronics,2024-10-16,cochin,pending
1240,329,7727,flipkart,ecommerce,2024-10-16,kolkata,completed
1241,46,8389,tata cliq,ecommerce,2024-10-16,delhi,failed
1242,329,2840,lenskart,eyewear,2024-10-16,pune,pending
1243,103,8289,amazon,ecommerce,2024-10-16,ahmedabad,completed
1244,236,4798,tata cliq,ecommerce,2024-10-16,jaipur,failed
1245,209,4755,big bazaar,retail,2024-10-16,nagpur,failed
1246,208,2377,tata cliq,ecommerce,2024-10-16,jaipur,pending
1247,134,2851,flipkart,ecommerce,2024-10-16,nagpur,completed
1248,79,6655,big bazaar,retail,2024-10-16,ahmedabad,failed
1249,52,9624,big bazaar,retail,2024-10-16,jaipur,failed
1250,481,164,bookmyshow,entertainment,2024-10-17,jaipur,completed
1251,252,750,bookmyshow,entertainment,2024-10-17,hyderabad,pending
1252,323,1591,jabong,ecommerce,2024-10-17,cochin,failed
1253,238,1225,amazon,ecommerce,2024-10-17,ahmedabad,pending
1254,467,9539,reliance digital,electronics,2024-10-17,pune,failed
1255,14,4454,zomato,food,2024-10-17,surat,pending
1256,289,3218,flipkart,ecommerce,2024-10-17,pune,failed
1257,183,5712,bookmyshow,entertainment,2024-10-17,hyderabad,failed
1258,36,2060,dominos,food,2024-10-17,pune,completed
1259,305,5807,reliance digital,electronics,2024-10-17,jaipur,pending
1260,104,2545,lenskart,eyewear,2024-10-17,jaipur,pending
1261,52,2209,reliance digital,electronics,2024-10-17,nagpur,completed
1262,461,5178,bookmyshow,entertainment,2024-10-17,jaipur,completed
1263,178,3889,amazon,ecommerce,2024-10-17,chennai,completed
1264,259,3300,swiggy,food,2024-10-17,chennai,completed
1265,459,2818,bookmyshow,entertainment,2024-10-17,hyderabad,pending
1266,293,3235,paytm,finance,2024-10-17,mumbai,failed
1267,213,8252,amazon,ecommerce,2024-10-17,chennai,failed
1268,360,113,bookmyshow,entertainment,2024-10-17,pune,failed
1269,148,2427,nykaa,beauty,2024-10-17,hyderabad,pending
1270,370,3353,bookmyshow,entertainment,2024-10-17,surat,failed
1271,65,6404,myntra,fashion,2024-10-17,surat,failed
1272,390,1167,zomato,food,2024-10-17,bangalore,completed
1273,28,4762,big bazaar,retail,2024-10-17,bangalore,pending
1274,252,1229,dominos,food,2024-10-17,chennai,completed
1275,464,3667,nykaa,beauty,2024-10-17,hyderabad,completed
1276,181,6253,zomato,food,2024-10-17,surat,pending
1277,221,9038,amazon,ecommerce,2024-10-17,surat,failed
1278,267,7826,flipkart,ecommerce,2024-10-17,mumbai,pending
1279,296,3415,snapdeal,ecommerce,2024-10-17,pune,failed
1280,53,568,reliance digital,electronics,2024-10-17,ahmedabad,failed
1281,56,347,amazon,ecommerce,2024-10-17,hyderabad,pending
1282,416,6158,nykaa,beauty,2024-10-18,kolkata,pending
1283,91,4634,dominos,food,2024-10-18,pune,failed
1284,164,6434,bookmyshow,entertainment,2024-10-18,nagpur,completed
1285,442,8772,nykaa,beauty,2024-10-18,jaipur,failed
1286,500,6183,hdfc bank,banking,2024-10-18,ahmedabad,failed
1287,315,1361,croma,electronics,2024-10-18,ahmedabad,completed
1288,481,4166,tata cliq,ecommerce,2024-10-18,delhi,failed
1289,52,3963,tata cliq,ecommerce,2024-10-18,nagpur,failed
1290,122,1191,dominos,food,2024-10-18,nagpur,completed
1291,145,5250,snapdeal,ecommerce,2024-10-18,surat,completed
1292,190,9979,lenskart,eyewear,2024-10-18,ahmedabad,pending
1293,54,1690,snapdeal,ecommerce,2024-10-18,pune,failed
1294,238,666,hdfc bank,banking,2024-10-18,cochin,pending
1295,486,9131,croma,electronics,2024-10-18,mumbai,pending
1296,397,7160,flipkart,ecommerce,2024-10-18,mumbai,completed
1297,351,1383,dominos,food,2024-10-18,mumbai,pending
1298,460,9178,lenskart,eyewear,2024-10-18,chennai,completed
1299,98,6973,amazon,ecommerce,2024-10-18,ahmedabad,pending
1300,380,7335,flipkart,ecommerce,2024-10-18,surat,pending
1301,294,1525,amazon,ecommerce,2024-10-18,nagpur,pending
1302,417,9014,flipkart,ecommerce,2024-10-18,nagpur,pending
1303,395,3664,lenskart,eyewear,2024-10-18,ahmedabad,failed
1304,363,7204,snapdeal,ecommerce,2024-10-18,hyderabad,failed
1305,297,8128,flipkart,ecommerce,2024-10-18,hyderabad,pending
1306,456,2151,myntra,fashion,2024-10-18,delhi,failed
1307,496,5748,big bazaar,retail,2024-10-19,cochin,completed
1308,17,6409,nykaa,beauty,2024-10-19,hyderabad,failed
1309,131,6640,dominos,food,2024-10-19,hyderabad,failed
1310,359,3787,dominos,food,2024-10-19,cochin,completed
1311,410,1376,flipkart,ecommerce,2024-10-19,surat,completed
1312,314,9508,paytm,finance,2024-10-19,ahmedabad,failed
1313,54,3418,lenskart,eyewear,2024-10-19,chennai,failed
1314,198,7107,myntra,fashion,2024-10-19,jaipur,completed
1315,166,4263,paytm,finance,2024-10-19,surat,completed
1316,350,6997,jabong,ecommerce,2024-10-19,cochin,completed
1317,336,7842,amazon,ecommerce,2024-10-19,delhi,failed
1318,109,8624,jabong,ecommerce,2024-10-19,kolkata,failed
1319,391,2523,paytm,finance,2024-10-19,kolkata,failed
1320,109,1459,amazon,ecommerce,2024-10-19,cochin,failed
1321,461,8588,flipkart,ecommerce,2024-10-19,delhi,failed
1322,292,4816,amazon,ecommerce,2024-10-19,chennai,completed
1323,232,4035,paytm,finance,2024-10-19,delhi,pending
1324,379,1394,jabong,ecommerce,2024-10-19,chennai,completed
1325,262,8743,dominos,food,2024-10-19,surat,completed
1326,261,7842,tata cliq,ecommerce,2024-10-19,ahmedabad,failed
1327,145,6475,paytm,finance,2024-10-19,kolkata,failed
1328,357,7565,jabong,ecommerce,2024-10-19,chennai,pending
1329,244,8877,myntra,fashion,2024-10-19,surat,failed
1330,414,9550,jabong,ecommerce,2024-10-19,bangalore,pending
1331,458,6334,lenskart,eyewear,2024-10-19,chennai,pending
1332,339,6197,dominos,food,2024-10-19,cochin,failed
1333,333,8194,reliance digital,electronics,2024-10-19,pune,completed
1334,412,1841,jabong,ecommerce,2024-10-19,nagpur,failed
1335,468,253,big bazaar,retail,2024-10-19,ahmedabad,failed
1336,51,2685,jabong,ecommerce,2024-10-19,mumbai,failed
1337,233,8607,jabong,ecommerce,2024-10-19,chennai,completed
1338,382,947,nykaa,beauty,2024-10-19,cochin,completed
1339,76,2209,jabong,ecommerce,2024-10-20,mumbai,completed
1340,84,4969,jabong,ecommerce,2024-10-20,hyderabad,pending
1341,8,5212,croma,electronics,2024-10-20,nagpur,pending
1342,250,1780,croma,electronics,2024-10-20,hyderabad,failed
1343,140,7998,lenskart,eyewear,2024-10-20,mumbai,failed
1344,14,4297,bookmyshow,entertainment,2024-10-20,surat,completed
1345,207,2758,croma,electronics,2024-10-20,pune,failed
1346,406,2898,zomato,food,2024-10-20,chennai,failed
1347,126,9769,jabong,ecommerce,2024-10-20,cochin,completed
1348,393,9728,swiggy,food,2024-10-20,bangalore,completed
1349,267,6886,bookmyshow,entertainment,2024-10-20,mumbai,pending
1350,372,3355,dominos,food,2024-10-20,ahmedabad,pending
1351,182,7604,myntra,fashion,2024-10-20,ahmedabad,completed
1352,267,8023,flipkart,ecommerce,2024-10-20,mumbai,pending
1353,72,1560,swiggy,food,2024-10-20,nagpur,pending
1354,134,355,big bazaar,retail,2024-10-20,delhi,pending
1355,292,2150,dominos,food,2024-10-20,kolkata,pending
1356,181,5102,paytm,finance,2024-10-20,hyderabad,pending
1357,124,4843,tata cliq,ecommerce,2024-10-20,pune,failed
1358,332,4185,tata cliq,ecommerce,2024-10-20,jaipur,completed
1359,16,1391,swiggy,food,2024-10-20,chennai,failed
1360,483,5588,bookmyshow,entertainment,2024-10-20,kolkata,failed
1361,29,5274,snapdeal,ecommerce,2024-10-20,nagpur,failed
1362,328,493,zomato,food,2024-10-20,mumbai,failed
1363,385,6598,flipkart,ecommerce,2024-10-20,nagpur,completed
1364,105,9652,myntra,fashion,2024-10-21,surat,failed
1365,471,1592,myntra,fashion,2024-10-21,pune,pending
1366,458,2866,amazon,ecommerce,2024-10-21,cochin,completed
1367,334,4166,big bazaar,retail,2024-10-21,hyderabad,pending
1368,217,3069,reliance digital,electronics,2024-10-21,hyderabad,failed
1369,467,2337,hdfc bank,banking,2024-10-21,pune,pending
1370,270,4237,jabong,ecommerce,2024-10-21,nagpur,pending
1371,314,8109,croma,electronics,2024-10-21,mumbai,pending
1372,308,9259,hdfc bank,banking,2024-10-21,cochin,failed
1373,367,1078,dominos,food,2024-10-21,mumbai,failed
1374,155,9987,nykaa,beauty,2024-10-21,chennai,failed
1375,32,6282,dominos,food,2024-10-21,hyderabad,completed
1376,481,6568,swiggy,food,2024-10-21,ahmedabad,pending
1377,101,2962,reliance digital,electronics,2024-10-21,surat,failed
1378,2,1438,snapdeal,ecommerce,2024-10-21,cochin,pending
1379,460,8469,big bazaar,retail,2024-10-21,jaipur,pending
1380,39,2487,paytm,finance,2024-10-21,kolkata,failed
1381,491,2712,flipkart,ecommerce,2024-10-21,surat,failed
1382,429,8787,bookmyshow,entertainment,2024-10-21,surat,pending
1383,57,3859,paytm,finance,2024-10-21,chennai,completed
1384,177,8122,tata cliq,ecommerce,2024-10-21,hyderabad,completed
1385,65,8727,amazon,ecommerce,2024-10-21,nagpur,pending
1386,15,5115,snapdeal,ecommerce,2024-10-21,mumbai,failed
1387,241,7869,myntra,fashion,2024-10-21,surat,completed
1388,360,6600,reliance digital,electronics,2024-10-21,hyderabad,pending
1389,451,3093,dominos,food,2024-10-22,kolkata,failed
1390,485,7779,snapdeal,ecommerce,2024-10-22,hyderabad,completed
1391,170,816,nykaa,beauty,2024-10-22,cochin,failed
1392,404,7584,lenskart,eyewear,2024-10-22,nagpur,pending
1393,446,2397,reliance digital,electronics,2024-10-22,nagpur,completed
1394,322,329,reliance digital,electronics,2024-10-22,kolkata,completed
1395,455,3547,amazon,ecommerce,2024-10-22,chennai,failed
1396,269,9356,amazon,ecommerce,2024-10-22,chennai,completed
1397,474,5657,flipkart,ecommerce,2024-10-22,nagpur,failed
1398,50,973,snapdeal,ecommerce,2024-10-22,kolkata,failed
1399,190,8741,hdfc bank,banking,2024-10-22,chennai,pending
1400,285,8115,amazon,ecommerce,2024-10-22,delhi,pending
1401,223,2817,dominos,food,2024-10-22,chennai,failed
1402,218,976,zomato,food,2024-10-22,pune,failed
1403,193,2067,zomato,food,2024-10-22,pune,completed
1404,344,6176,myntra,fashion,2024-10-22,mumbai,failed
1405,141,3093,zomato,food,2024-10-22,cochin,pending
1406,476,6267,dominos,food,2024-10-22,kolkata,pending
1407,455,5336,swiggy,food,2024-10-22,ahmedabad,failed
1408,6,2218,flipkart,ecommerce,2024-10-22,hyderabad,pending
1409,280,2805,nykaa,beauty,2024-10-22,nagpur,failed
1410,128,8561,bookmyshow,entertainment,2024-10-22,kolkata,failed
1411,146,8838,bookmyshow,entertainment,2024-10-22,delhi,completed
1412,347,2522,myntra,fashion,2024-10-22,surat,failed
1413,111,5529,reliance digital,electronics,2024-10-22,bangalore,failed
1414,428,4612,bookmyshow,entertainment,2024-10-22,pune,completed
1415,359,6166,snapdeal,ecommerce,2024-10-22,bangalore,failed
1416,322,9343,tata cliq,ecommerce,2024-10-22,cochin,completed
1417,320,4678,flipkart,ecommerce,2024-10-22,pune,pending
1418,477,5331,dominos,food,2024-10-22,hyderabad,failed
1419,231,3989,myntra,fashion,2024-10-23,ahmedabad,completed
1420,349,6673,hdfc bank,banking,2024-10-23,ahmedabad,completed
1421,166,634,dominos,food,2024-10-23,jaipur,pending
1422,457,2506,big bazaar,retail,2024-10-23,jaipur,completed
1423,143,1055,bookmyshow,entertainment,2024-10-23,ahmedabad,failed
1424,136,4101,tata cliq,ecommerce,2024-10-23,jaipur,failed
1425,30,4545,snapdeal,ecommerce,2024-10-23,mumbai,failed
1426,424,4433,snapdeal,ecommerce,2024-10-23,chennai,failed
1427,464,9045,jabong,ecommerce,2024-10-23,mumbai,completed
1428,215,697,amazon,ecommerce,2024-10-23,surat,pending
1429,240,2734,paytm,finance,2024-10-23,bangalore,completed
